is_new_device,login_attempts,failed_logins,session_duration,port_accessed,payload_size_kb,data_exfiltration_volume,access_frequency,is_outside_business_hours,time_of_day,country_USA,protocol_TCP,protocol_UDP,resource_accessed_/backup,resource_accessed_/config,resource_accessed_/data,resource_accessed_/files,resource_accessed_/home,resource_accessed_/login,anomaly_score,alert_reason
1,0.03300715475890037,-1.7358865087685622,-0.29012398089792724,-1.6925108638616368,-1.4504401514464758,-0.8039528959880737,-0.5231825932000409,0,0.5942673146262871,0,0,0,1,0,0,1,1,0,-0.06694,Suspiciously small payload
0,-1.38885143067407,-0.7544124934130196,-1.961886198073309,-1.3979774873106883,-1.0288276758399957,-0.4916640608889047,0.08896133510247539,1,0.7535360899597832,1,0,0,1,0,0,0,1,0,-0.07175,"Access outside business hours, Suspiciously small payload"
0,0.849569050603963,-0.9036073008063297,-1.3584188801739279,-1.841382495336953,-1.4496117237291921,-1.4495272579012402,-1.9574343926621416,0,0.5499287677827223,1,1,1,1,1,1,0,1,0,-0.16532,"Sensitive config accessed, Suspiciously small payload"
0,-0.7075667841858779,0.4747367609618469,-1.2845981192821632,1.508343017179274,1.190867995082872,1.1745268619089746,-1.1371948720951686,0,0.32327357475798646,0,1,0,1,1,0,0,0,1,-0.09823,Sensitive config accessed
0,1.2912326477499558,-1.763464040631646,0.9864659312555024,-0.39709140285084743,0.44695523999016507,-0.38616816852669933,1.2335414021224058,1,0.13686144969669556,0,1,0,0,1,0,1,1,0,-0.064,"Frequent access attempts, Access outside business hours, Sensitive config accessed"
0,-1.7473590151734504,-0.23898656315947253,-1.485975727972221,-0.5701971485295627,0.6583585580617384,0.5854710408143711,0.9715643371682798,0,0.7666913559629212,1,1,0,1,0,1,1,1,1,-0.15204,Generic anomaly
0,-1.2418924026504872,-1.3231324707518763,-1.3535987950349577,1.0157924605104913,1.9592685841284259,-1.842598115236084,-0.1161844810163486,1,0.4512488258247891,0,0,1,1,1,0,1,0,0,-0.12183,"Access outside business hours, Sensitive config accessed"
1,-1.8690220986660844,1.78702442549486,-1.6953165023206274,1.4589556725002617,1.6161580865212244,1.2562883356571537,1.6166814447825293,1,1.2867554620960777,1,0,1,1,0,0,1,0,0,-0.13992,"Frequent access attempts, Access outside business hours"
0,1.1796780435557572,-1.4576336363866367,1.9896430811003691,-1.9966573553920015,-0.6636528735117451,-0.49129113448811745,-0.15590358069982102,1,-1.420392377681528,1,0,1,0,1,1,0,0,1,-0.11547,"Access outside business hours, Sensitive config accessed"
1,1.7977745227478765,-0.8449979757944899,1.307624373637227,0.5122424893751023,-0.7557348940649113,1.7320793916380417,1.8165772226707744,0,0.847516199778886,1,0,0,0,0,0,1,0,1,-0.10642,"High data exfiltration, Frequent access attempts"
0,1.8315167859418677,-0.5409124025023004,-1.1557264519026211,-1.1376324893440488,-0.26710530562833856,-0.08902395933795892,0.19737425660689034,0,-1.8241218530495948,1,0,0,1,1,0,1,0,1,-0.12702,Sensitive config accessed
0,0.3553806918790974,0.4362719619556614,-1.4118732344515017,-0.0022562368243859154,-1.4699094310364287,-0.3584847734244425,0.9092825037862218,1,-0.04683857514362266,1,0,1,1,1,1,0,1,0,-0.13579,"Access outside business hours, Sensitive config accessed, Suspiciously small payload"
1,0.4089253334111578,1.703034306584735,-0.4104448223301884,0.9828084271273276,-0.01593423004443606,-1.5571158543809283,-1.628468629407057,0,-0.9773614318216035,0,1,1,0,0,1,0,1,0,-0.10018,Generic anomaly
0,1.3696281433958757,-1.5054100065564122,-0.7692271924012437,-0.03666058011293982,1.4150534187968011,-0.42745860232141153,-1.3660573897461838,1,0.3905825478651068,1,1,0,1,1,1,1,0,1,-0.17011,"Access outside business hours, Sensitive config accessed"
1,1.4131121987631547,1.6653167538901004,-1.1128484434788568,-1.6321586051187165,1.0531646510352184,1.3788058413745126,1.689886118242129,1,-0.2730395011789799,0,0,0,0,1,0,1,0,1,-0.08315,"Frequent access attempts, Access outside business hours, Sensitive config accessed"
0,-1.7751274605529144,1.6138542821496578,-0.8654505196502549,0.8630349036605267,-1.019471387146321,-1.9051718425142945,0.641931190810539,0,1.3851088425814018,0,0,0,0,0,0,1,0,0,-0.05488,Suspiciously small payload
0,0.12531914456796178,-0.13014113034471242,-0.13319222852757218,0.007954262977887705,-1.2708270526689613,-1.0259165248699182,1.2106514483875248,0,1.8907606543773974,0,1,0,0,0,1,1,1,1,-0.10033,"Frequent access attempts, Suspiciously small payload"
0,-0.19045502097806644,-1.922103935633185,-1.682175215900784,0.24269236544622252,1.914229319976346,-1.208188531504235,-1.1575757823118122,1,1.4574667851412237,0,0,1,0,1,0,0,1,0,-0.08968,"Access outside business hours, Sensitive config accessed"
0,1.9600341646635284,1.1199493163199277,1.2452801494656631,0.48700732593166896,1.682083749144598,1.6532199108804342,-0.760220738440561,0,-1.163543538691823,0,1,1,0,0,1,0,1,0,-0.10318,High data exfiltration
0,1.1542353322238164,0.6499890576877707,0.6327669289780249,1.689124474827528,-0.726672767194581,1.6085790483295903,-1.361883051501131,1,-0.690975154683406,0,0,1,1,0,0,1,1,1,-0.12139,"High data exfiltration, Access outside business hours"
1,1.2800809976065635,0.3555855445171261,1.7960282362289486,0.6367421871708006,0.2307770700717482,0.18131874687384597,-1.772572236125772,1,-0.18229455984102438,0,0,1,1,1,1,0,1,1,-0.13352,"Access outside business hours, Sensitive config accessed"
1,1.2388920831944144,1.9976666257105777,-1.834400077875626,-1.3262107228504032,1.7137157540080765,-1.2736660352673437,-0.22344796110694576,1,1.9544655087695832,1,1,1,1,0,1,0,1,0,-0.16471,Access outside business hours
1,0.47808917694025466,1.2201823981094946,1.6030370563377874,-1.883587978110628,-1.7784677971362113,0.07902042919306407,0.2000006217190191,0,-0.7287810611966812,1,0,0,1,1,1,1,0,1,-0.13147,"Sensitive config accessed, Suspiciously small payload"
0,1.2800375768608143,1.8660344189812608,-1.837472484431495,1.7635570810272867,1.5171842546504446,-0.1888373136713608,-0.802862464332724,1,1.4502285659055039,1,1,1,0,1,1,1,1,0,-0.18748,"Access outside business hours, Sensitive config accessed"
0,1.1312389782370267,-0.2321522267433398,-0.8204662263958635,-1.0782951658448559,-1.0103271882464,0.9094189219050666,-1.423686691112394,0,-1.0862998387505431,1,1,0,0,0,1,0,1,0,-0.09647,Suspiciously small payload
0,0.879494802775088,-0.4737338335966568,0.5396423046968488,0.9173455814326514,1.1241949142416718,1.1616299188341714,0.46799389420350357,0,1.2897650405948689,1,0,0,0,0,1,1,1,1,-0.13012,Generic anomaly
0,0.4966691081562957,-1.088446882768757,1.8503606670955266,-1.5922770543372136,1.710671601622216,0.8990500728168183,0.16572520353912656,1,1.416654528701188,1,0,1,1,0,1,1,0,0,-0.12507,Access outside business hours
0,-1.7921599724051522,-0.050455899914789715,-0.4087790419452628,-1.0120975684903528,0.8314957482390075,0.23102150008559175,1.624821797907595,1,-0.10151283193750293,1,0,1,1,1,1,1,0,0,-0.13429,"Frequent access attempts, Access outside business hours, Sensitive config accessed"
1,-1.2699570098638056,-0.24200152495357408,-0.13621448465473263,0.7028591588555861,1.102331920221943,-0.1416587918393475,-0.8754053412665708,1,0.8025040013346643,0,1,0,1,0,1,1,0,0,-0.07589,Access outside business hours
1,-1.4720276095066192,1.9785003778420367,1.711222060558376,-0.8947004215252194,0.32741093444431124,-1.7741242473025345,0.012097710923312466,0,1.7785809238531338,0,0,1,0,1,0,0,1,1,-0.10636,Sensitive config accessed
1,1.6188629429096486,-0.5377150395445707,1.6760379865461177,0.32225442852607555,1.895159694150487,0.8591703049042465,-0.3983951674448476,1,-1.7584449948265366,0,0,0,1,0,0,0,0,0,-0.03666,Access outside business hours
1,1.9467454340436774,-1.1413309759715338,-1.2562603736093512,-0.08209094462335909,0.2042477174537911,-0.07945489206044165,-0.4127092758075417,1,1.2343172345828974,0,0,0,1,1,1,1,0,1,-0.10698,"Access outside business hours, Sensitive config accessed"
0,0.5044129678599356,-1.7932599502087907,-0.386345498770142,-1.1922756565903647,0.02230705069489769,-1.9671049950053585,-0.3404031600651303,1,-0.8444023068555886,0,1,1,1,1,0,1,1,0,-0.10851,"Access outside business hours, Sensitive config accessed"
0,1.1541058342615416,-1.8679527997632985,0.642503328067725,1.0441056278818954,0.8315577988979945,-1.1681049401984276,0.6004482478840965,0,1.8103179989972769,0,1,0,0,1,1,1,1,0,-0.1192,Sensitive config accessed
